Player Filename,Firstname,Surname,PlayerWiki Filename,First College Team Link,Second College Team Link,First College,Second College
USWNT/allie-long.html,Allie,Long,PlayerWiki/Allie_Long.html,/Penn_State_Nittany_Lions_women%27s_soccer,/North_Carolina_Tar_Heels_women%27s_soccer,Collegewiki/Pennsylvania_State_University,Collegewiki/University_of_North_Carolina_at_Chapel_Hill
USWNT/ashlyn-harris.html,Ashlyn,Harris,PlayerWiki/Ashlyn_Harris.html,/North_Carolina_Tar_Heels_women%27s_soccer,N/A,Collegewiki/University_of_North_Carolina_at_Chapel_Hill,N/A
USWNT/emily-sonnett.html,Emily,Sonnett,PlayerWiki/Emily_Sonnett.html,/Virginia_Cavaliers,N/A,Collegewiki/University_of_Virginia,N/A
USWNT/julie-johnston.html,Julie,Ertz,PlayerWiki/Julie_Ertz.html,/Santa_Clara_Broncos,N/A,Collegewiki/Santa_Clara_University,N/A
USWNT/tegan-mcgrady.html,Tegan,McGrady,PlayerWiki/Tegan_McGrady.html,/Stanford_Cardinal_women%27s_soccer,N/A,Collegewiki/Stanford_University,N/A
USWNT/amy-rodriguez.html,Amy,Rodriguez,PlayerWiki/Amy_Rodriguez.html,/USC_Trojans_women%27s_soccer,N/A,Collegewiki/University_of_Southern_California,N/A
USWNT/jane-campbell.html,Jane,Campbell,PlayerWiki/Jane_Campbell_(soccer).html,/Stanford_Cardinal_women%27s_soccer,N/A,Collegewiki/Stanford_University,N/A
USWNT/becky-sauerbrunn.html,Becky,Sauerbrunn,PlayerWiki/Becky_Sauerbrunn.html,/Virginia_Cavaliers,N/A,Collegewiki/University_of_Virginia,N/A
USWNT/christen-press.html,Christen,Press,PlayerWiki/Christen_Press.html,/Stanford_Cardinal_women%27s_soccer,N/A,Collegewiki/Stanford_University,N/A
USWNT/hailie-mace.html,Hailie,Mace,PlayerWiki/Hailie_Mace.html,/UCLA_Bruins_women%27s_soccer,N/A,"Collegewiki/University_of_California,_Los_Angeles",N/A
