Player Filename,Firstname,Surname,PlayerWiki Filename,First College Team Link,Second College Team Link,First College,Second College,First College Name,First College Public,First College Private,First College Community,First College Location,First College Enrollment,Second College Name,Second College Public,Second College Private,Second College Community,Second College Location,Second College Enrollment
USWNT/merritt-mathias.html,Merritt,Mathias,PlayerWiki/Merritt_Mathias.html,/North_Carolina_Tar_Heels_women%27s_soccer,/Texas_A%26M_Aggies_women%27s_soccer,Collegewiki/University_of_North_Carolina_at_Chapel_Hill,Collegewiki/Texas_A%26M_University,University of North Carolina at Chapel Hill,y,n,n,"Chapel Hill,North Carolina","29,847 (Fall 2017)",Texas A&M University,y,n,n,"College Station,Texas","69,367 (Fall 2018)"
USWNT/mccall-zerboni.html,McCall,Zerboni,PlayerWiki/McCall_Zerboni.html,/UCLA_Bruins_women%27s_soccer,N/A,"Collegewiki/University_of_California,_Los_Angeles",N/A,"University of California, Los Angeles",y,n,n,"Westwood, Los Angeles,California","45,428 (Fall 2018)",N/A,N/A,N/A,N/A,N/A
USWNT/tierna-davidson.html,Tierna,Davidson,PlayerWiki/Tierna_Davidson.html,/Stanford_Cardinal_women%27s_soccer,N/A,Collegewiki/Stanford_University,N/A,Stanford University,n,y,n,"Stanford,California","16,520",N/A,N/A,N/A,N/A,N/A
USWNT/samantha-mewis.html,Samantha,Mewis,PlayerWiki/Samantha_Mewis.html,/UCLA_Bruins_women%27s_soccer,N/A,"Collegewiki/University_of_California,_Los_Angeles",N/A,"University of California, Los Angeles",y,n,n,"Westwood, Los Angeles,California","45,428 (Fall 2018)",N/A,N/A,N/A,N/A,N/A
USWNT/alex-morgan.html,Alex,Morgan,PlayerWiki/Alex_Morgan.html,/California_Golden_Bears,N/A,"Collegewiki/University_of_California,_Berkeley",N/A,"University of California, Berkeley",y,n,n,"Berkeley,California","42,519 (fall 2018)",N/A,N/A,N/A,N/A,N/A
USWNT/taylor-smith.html,Taylor,Smith,PlayerWiki/Taylor_Smith_(soccer).html,/UCLA_Bruins_women%27s_soccer,N/A,"Collegewiki/University_of_California,_Los_Angeles",N/A,"University of California, Los Angeles",y,n,n,"Westwood, Los Angeles,California","45,428 (Fall 2018)",N/A,N/A,N/A,N/A,N/A
USWNT/rose-lavelle.html,Rose,Lavelle,PlayerWiki/Rose_Lavelle.html,/Wisconsin_Badgers,N/A,Collegewiki/University_of_Wisconsin%E2%80%93Madison,N/A,University of Wisconsin–Madison,y,n,n,"Madison,Wisconsin","44,413 (fall 2018)",N/A,N/A,N/A,N/A,N/A
USWNT/kelley-ohara.html,Kelley,O'Hara,PlayerWiki/Kelley_O'Hara.html,/Stanford_Cardinal_women%27s_soccer,N/A,Collegewiki/Stanford_University,N/A,Stanford University,n,y,n,"Stanford,California","16,520",N/A,N/A,N/A,N/A,N/A
USWNT/allie-long.html,Allie,Long,PlayerWiki/Allie_Long.html,/Penn_State_Nittany_Lions_women%27s_soccer,/North_Carolina_Tar_Heels_women%27s_soccer,Collegewiki/Pennsylvania_State_University,Collegewiki/University_of_North_Carolina_at_Chapel_Hill,Pennsylvania State University,n,n,n,"University Park,Pennsylvania","99,133, • 47,307 (University Park)",University of North Carolina at Chapel Hill,y,n,n,"Chapel Hill,North Carolina","29,847 (Fall 2017)"
USWNT/ashlyn-harris.html,Ashlyn,Harris,PlayerWiki/Ashlyn_Harris.html,/North_Carolina_Tar_Heels_women%27s_soccer,N/A,Collegewiki/University_of_North_Carolina_at_Chapel_Hill,N/A,University of North Carolina at Chapel Hill,y,n,n,"Chapel Hill,North Carolina","29,847 (Fall 2017)",N/A,N/A,N/A,N/A,N/A
USWNT/emily-sonnett.html,Emily,Sonnett,PlayerWiki/Emily_Sonnett.html,/Virginia_Cavaliers,N/A,Collegewiki/University_of_Virginia,N/A,University of Virginia,y,n,n,"Charlottesville,Virginia","24,360",N/A,N/A,N/A,N/A,N/A
USWNT/julie-johnston.html,Julie,Ertz,PlayerWiki/Julie_Ertz.html,/Santa_Clara_Broncos,N/A,Collegewiki/Santa_Clara_University,N/A,Santa Clara University,n,y,n,"Santa Clara,California","8,629 (Fall 2017)",N/A,N/A,N/A,N/A,N/A
USWNT/tegan-mcgrady.html,Tegan,McGrady,PlayerWiki/Tegan_McGrady.html,/Stanford_Cardinal_women%27s_soccer,N/A,Collegewiki/Stanford_University,N/A,Stanford University,n,y,n,"Stanford,California","16,520",N/A,N/A,N/A,N/A,N/A
USWNT/amy-rodriguez.html,Amy,Rodriguez,PlayerWiki/Amy_Rodriguez.html,/USC_Trojans_women%27s_soccer,N/A,Collegewiki/University_of_Southern_California,N/A,University of Southern California,n,y,n,"Los Angeles,California","45,687",N/A,N/A,N/A,N/A,N/A
USWNT/jane-campbell.html,Jane,Campbell,PlayerWiki/Jane_Campbell_(soccer).html,/Stanford_Cardinal_women%27s_soccer,N/A,Collegewiki/Stanford_University,N/A,Stanford University,n,y,n,"Stanford,California","16,520",N/A,N/A,N/A,N/A,N/A
USWNT/becky-sauerbrunn.html,Becky,Sauerbrunn,PlayerWiki/Becky_Sauerbrunn.html,/Virginia_Cavaliers,N/A,Collegewiki/University_of_Virginia,N/A,University of Virginia,y,n,n,"Charlottesville,Virginia","24,360",N/A,N/A,N/A,N/A,N/A
USWNT/christen-press.html,Christen,Press,PlayerWiki/Christen_Press.html,/Stanford_Cardinal_women%27s_soccer,N/A,Collegewiki/Stanford_University,N/A,Stanford University,n,y,n,"Stanford,California","16,520",N/A,N/A,N/A,N/A,N/A
USWNT/hailie-mace.html,Hailie,Mace,PlayerWiki/Hailie_Mace.html,/UCLA_Bruins_women%27s_soccer,N/A,"Collegewiki/University_of_California,_Los_Angeles",N/A,"University of California, Los Angeles",y,n,n,"Westwood, Los Angeles,California","45,428 (Fall 2018)",N/A,N/A,N/A,N/A,N/A
